"provider","placeName","category","providerCategories","osmType","osmId","latitude","longitude","formattedAddress","distanceMeters","estimatedCredits","rating","reviewCount","reviewSummary","sourceUrls","tags","possibleActivities","rawTags"
"osm","Kimgane","amenity:restaurant","","node","2883438622","40.7607307","-73.8268642","","","","","","","","food | indoor | group-friendly | addr street | union street | addr:street:union street | amenity | restaurant | amenity:restaurant | cuisine | korean | cuisine:korean | delivery | yes | delivery:yes | name | kimgane | name:kimgane | opening hours | mo-su 09:00-22:30 | opening hours:mo-su 09:00-22:30","food stop","addr:housenumber=39-12 | addr:postcode=11354 | addr:street=Union Street | amenity=restaurant | cuisine=korean | delivery=yes | name=Kimgane | opening_hours=Mo-Su 09:00-22:30"
"osm","Paris Baguette","amenity:cafe","","node","2956614141","40.7711259","-73.8269158","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | cafe | amenity:cafe | brand | paris baguette | brand:paris baguette | brand wikidata | q62605260 | brand:wikidata:q62605260 | cuisine | coffee shop | cuisine:coffee shop | name","food stop","addr:city=Flushing | addr:housenumber=29-42 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=cafe | brand=Paris Baguette | brand:wikidata=Q62605260 | cuisine=coffee_shop | name=Paris Baguette | outdoor_seating=no | shop=bakery"
"osm","Mapo BBQ","amenity:restaurant","","node","3441955706","40.762184","-73.8148564","","","","","","","","food | indoor | group-friendly | addr state | addr:state:ny | amenity | restaurant | amenity:restaurant | cuisine | korean | cuisine:korean | name | mapo bbq | name:mapo bbq","food stop","addr:postcode=11355 | addr:state=NY | amenity=restaurant | cuisine=korean | name=Mapo BBQ"
"osm","Tnitrend Corporation","shop:electronics","","node","4568611005","40.7562701","-73.8220993","","","","","","","","indoor | local business | email | tnitrend@hotmail.com | email:tnitrend@hotmail.com | internet access | wlan | internet access:wlan | name | tnitrend corporation | name:tnitrend corporation | opening hours | su-fr 09:00-17:00 | opening hours:su-fr 09:00-17:00 | operator | tauseef naqvi | operator:tauseef naqvi | shop | electronics | shop:electronics","electronics stop","email=tnitrend@hotmail.com | internet_access=wlan | name=Tnitrend Corporation | opening_hours=Su-Fr 09:00-17:00 | operator=Tauseef Naqvi | shop=electronics"
"osm","Korean BBQ","amenity:restaurant","","node","4676559990","40.7652791","-73.8131254","","","","","","","","food | indoor | group-friendly | addr street | northern boulevard | addr:street:northern boulevard | amenity | restaurant | amenity:restaurant | name | korean bbq | name:korean bbq | name en | name:en:korean bbq","food stop","addr:street=Northern Boulevard | amenity=restaurant | name=Korean BBQ | name:en=Korean BBQ"
"osm","Tous les Jours","amenity:cafe","","node","4959225990","40.7608993","-73.8270495","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | cafe | amenity:cafe | brand | tous les jours | brand:tous les jours | brand en | brand:en:tous les jours | brand ko | 뚜레쥬르 | brand:ko:뚜레쥬르 | brand wikidata | q3535609","food stop","addr:city=Flushing | addr:housenumber=39-02 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=cafe | brand=Tous les Jours | brand:en=Tous Les Jours | brand:ko=뚜레쥬르 | brand:wikidata=Q3535609 | cuisine=coffee_shop | internet_access:fee=no | name=Tous les Jours | name:en=Tous Les Jours | name:ko=뚜레쥬르 | opening_hours=Mo-Su 07:00-22:00 | outdoor_seating=no | shop=bakery | smoking=no"
"osm","Dumpling Mama","amenity:restaurant","","node","5104112573","40.7555009","-73.8146901","","","","","","","","food | indoor | group-friendly | addr street | 45th avenue | addr:street:45th avenue | amenity | restaurant | amenity:restaurant | name | dumpling mama | name:dumpling mama","food stop","addr:housenumber=147-16 | addr:street=45th Avenue | amenity=restaurant | name=Dumpling Mama"
"osm","Flushing YMCA","leisure:sports_centre","","node","5178740949","40.7640882","-73.8262727","","","","","","","","outdoor | group-friendly | active | family-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | leisure | sports centre | leisure:sports centre | name | flushing ymca | name:flushing ymca | sport | swimming;basketball;table tennis;yoga | sport:swimming;basketball;table tennis;yoga","outdoor hangout | active group activity","addr:city=Flushing | addr:housenumber=138-46 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | leisure=sports_centre | name=Flushing YMCA | sport=swimming;basketball;table_tennis;yoga"
"osm","Martin A Gleason Funeral Home","shop:funeral_directors","","node","5346072165","40.7651852","-73.8163877","","","","","","","","indoor | local business | addr street | northern boulevard | addr:street:northern boulevard | name | martin a gleason funeral home | name:martin a gleason funeral home | shop | funeral directors | shop:funeral directors","funeral directors stop","addr:housenumber=149-20 | addr:street=Northern Boulevard | name=Martin A Gleason Funeral Home | shop=funeral_directors"
"osm","H & Y Marketplace","amenity:marketplace","","node","5397491886","40.7652981","-73.8133394","","","","","","","","food | indoor | group-friendly | addr street | northern boulevard | addr:street:northern boulevard | amenity | marketplace | amenity:marketplace | name | h & y marketplace | name:h & y marketplace","market crawl","addr:housenumber=150-51 | addr:street=Northern Boulevard | amenity=marketplace | name=H & Y Marketplace"
"osm","H Mart","shop:supermarket","","node","5418290921","40.7719456","-73.8267946","","","","","","","","indoor | local business | addr street | union street | addr:street:union street | alt name ko | h 마트 | alt name:ko:h 마트 | brand | h mart | brand:h mart | brand wikidata | q5636306 | brand:wikidata:q5636306 | cuisine | asian | cuisine:asian | name | name:h mart | name en | name:en:h mart | name ko | 한아름 | name:ko:한아름","supermarket stop","addr:housenumber=29-02 | addr:street=Union Street | alt_name:ko=H 마트 | brand=H Mart | brand:wikidata=Q5636306 | cuisine=asian | name=H Mart | name:en=H Mart | name:ko=한아름 | name:zh-Hans=韩亚龙 | name:zh-Hant=韓亞龍 | shop=supermarket"
"osm","Dong Yang Shoes Factory","shop:shoes","","node","5425886613","40.7606345","-73.8268161","","","","","","","","indoor | local business | addr street | union street | addr:street:union street | name | dong yang shoes factory | name:dong yang shoes factory | shop | shoes | shop:shoes","shoes stop","addr:housenumber=39-16 | addr:street=Union Street | name=Dong Yang Shoes Factory | shop=shoes"
"osm","Dimension Poptown","amenity:restaurant","","node","5425886614","40.7603221","-73.8266139","","","","","","","","food | indoor | group-friendly | addr street | roosevelt avenue | addr:street:roosevelt avenue | amenity | restaurant | amenity:restaurant | name | dimension poptown | name:dimension poptown","food stop","addr:housenumber=136-98 | addr:street=Roosevelt Avenue | amenity=restaurant | name=Dimension Poptown"
"osm","Coqueta","shop:clothes","","node","5425887136","40.7605098","-73.8268339","","","","","","","","indoor | local business | addr street | roosevelt avenue | addr:street:roosevelt avenue | name | coqueta | name:coqueta | shop | clothes | shop:clothes","clothes stop","addr:housenumber=136-93 | addr:street=Roosevelt Avenue | name=Coqueta | shop=clothes"
"osm","Wine Liquor","shop:alcohol","","node","5425887226","40.761163","-73.8266756","","","","","","","","indoor | local business | addr street | union street | addr:street:union street | name | wine liquor | name:wine liquor | shop | alcohol | shop:alcohol","alcohol stop","addr:housenumber=38-19 | addr:street=Union Street | name=Wine Liquor | shop=alcohol"
"osm","Afternoon","shop:bakery","","node","5425887824","40.7605149","-73.8267818","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | brand | afternoon | brand:afternoon | name | name:afternoon | shop | bakery | shop:bakery","bakery stop","addr:city=Flushing | addr:housenumber=136-95 | addr:postcode=11354 | addr:state=NY | addr:street=Roosevelt Avenue | brand=Afternoon | name=Afternoon | shop=bakery"
"osm","Morning Glory","shop:stationery","","node","5452606090","40.7603778","-73.8274129","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | name | morning glory | name:morning glory | opening hours | mo-sa 10:00-21:00, su 11:00-20:00 | opening hours:mo-sa 10:00-21:00, su 11:00-20:00 | shop | stationery | shop:stationery","stationery stop","addr:city=Flushing | addr:housenumber=136-77 | addr:postcode=11354 | addr:state=NY | addr:street=Roosevelt Avenue | name=Morning Glory | opening_hours=Mo-Sa 10:00-21:00, Su 11:00-20:00 | shop=stationery"
"osm","T-swirl Crêpe","amenity:restaurant","","node","5731552309","40.7601748","-73.8265332","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | restaurant | amenity:restaurant | cuisine | crepe;fruit | cuisine:crepe;fruit | name | t-swirl crêpe | name:t-swirl crêpe | opening hours | mo-su 10:00-23:00 | opening hours:mo-su 10:00-23:00 | outdoor seating","food stop","addr:city=Flushing | addr:housenumber=40-08 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=restaurant | cuisine=crepe;fruit | name=T-swirl Crêpe | opening_hours=Mo-Su 10:00-23:00 | outdoor_seating=no | smoking=no"
"osm","Hao Shi Lai","amenity:restaurant","","node","5802720229","40.7601183","-73.82649","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | restaurant | amenity:restaurant | cuisine | tea;milk tea | cuisine:tea;milk tea | name | hao shi lai | name:hao shi lai | opening hours | mo-su 10:00-22:00 | opening hours:mo-su 10:00-22:00 | smoking","food stop","addr:city=Flushing | addr:housenumber=4010 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=restaurant | cuisine=tea;milk_tea | name=Hao Shi Lai | opening_hours=Mo-Su 10:00-22:00 | smoking=no | takeaway=yes"
"osm","Gossip House","amenity:restaurant","","node","6071670544","40.765174","-73.8177281","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | amenity | restaurant | amenity:restaurant | cuisine | korean | cuisine:korean | name | gossip house | name:gossip house | opening hours | mo-sa 08:00-22:00 | opening hours:mo-sa 08:00-22:00","food stop","addr:city=Flushing | addr:housenumber=147-46 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | amenity=restaurant | cuisine=korean | name=Gossip House | opening_hours=Mo-Sa 08:00-22:00"
"osm","Teso Life","shop:supermarket","","node","6394955812","40.7602376","-73.8268586","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | name | teso life | name:teso life | shop | supermarket | shop:supermarket","supermarket stop","addr:city=Flushing | addr:housenumber=136-90 | addr:postcode=11354 | addr:state=NY | addr:street=Roosevelt Avenue | name=Teso Life | shop=supermarket"
"osm","Besfren Beauty","shop:cosmetics","","node","6815526856","40.7604794","-73.8270063","","","","","","","","indoor | local business | addr street | roosevelt avenue | addr:street:roosevelt avenue | branch | roosevelt ave | branch:roosevelt ave | name | besfren beauty | name:besfren beauty | opening hours | mo-su 10:00-21:00 | opening hours:mo-su 10:00-21:00 | shop | cosmetics | shop:cosmetics","cosmetics stop","addr:housenumber=136-89 | addr:street=Roosevelt Avenue | branch=Roosevelt Ave | name=Besfren Beauty | opening_hours=Mo-Su 10:00-21:00 | shop=cosmetics"
"osm","Jongro BBQ","amenity:restaurant","","node","7270879431","40.7638557","-73.809483","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | amenity | restaurant | amenity:restaurant | cuisine | korean;barbecue | cuisine:korean;barbecue | name | jongro bbq | name:jongro bbq","food stop","addr:city=Flushing | addr:housenumber=155-14 | addr:postcode=11354 | addr:state=NY | addr:street=Roosevelt Avenue | amenity=restaurant | cuisine=korean;barbecue | name=Jongro BBQ"
"osm","UNICORN GLOW","amenity:cafe","","node","8001556848","40.7647479","-73.8241127","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | air conditioning | yes | air conditioning:yes | amenity | cafe | amenity:cafe | cuisine | coffee shop;quick bite | cuisine:coffee shop;quick bite | delivery | delivery:no | internet access | internet access:yes","food stop","addr:city=Flushing | addr:housenumber=141-47 | addr:postcode=11358 | addr:state=NY | addr:street=Northern Boulevard | air_conditioning=yes | amenity=cafe | cuisine=coffee_shop;quick_bite | delivery=no | internet_access=yes | internet_access:fee=customers | name=UNICORN GLOW | opening_hours=Mo-Su 09:00-17:00 | outdoor_seating=no | takeaway=yes"
"osm","Gong Cha","amenity:cafe","","node","9023025529","40.760239","-73.8265481","","","","","","","","food | indoor | group-friendly | amenity | cafe | amenity:cafe | brand | gong cha | brand:gong cha | cuisine | bubble tea | cuisine:bubble tea | drink bubble tea | yes | drink:bubble tea:yes | name | name:gong cha","food stop","amenity=cafe | brand=Gong Cha | cuisine=bubble_tea | drink:bubble_tea=yes | name=Gong Cha"
"osm","Roosevelt BBQ1","amenity:restaurant","","node","9466924819","40.7602316","-73.8269754","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | amenity | restaurant | amenity:restaurant | name | roosevelt bbq1 | name:roosevelt bbq1","food stop","addr:city=Flushing | addr:housenumber=136-88 | addr:postcode=11355 | addr:state=NY | addr:street=Roosevelt Avenue | amenity=restaurant | name=Roosevelt BBQ1"
"osm","U Best Bakery","shop:bakery","","node","9466924820","40.7602402","-73.8269363","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | name | u best bakery | name:u best bakery | shop | bakery | shop:bakery","bakery stop","addr:city=Flushing | addr:housenumber=136-88 | addr:postcode=11355 | addr:state=NY | addr:street=Roosevelt Avenue | name=U Best Bakery | shop=bakery"
"osm","Shakalaka Bakery","shop:bakery","","node","9466924821","40.7601414","-73.8273311","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | roosevelt avenue | addr:street:roosevelt avenue | name | shakalaka bakery | name:shakalaka bakery | name zh | 沙卡拉卡烘焙 | name:zh:沙卡拉卡烘焙 | shop | bakery | shop:bakery","bakery stop","addr:city=Flushing | addr:housenumber=136-76 | addr:postcode=11355 | addr:state=NY | addr:street=Roosevelt Avenue | name=Shakalaka Bakery | name:zh=沙卡拉卡烘焙 | shop=bakery"
"osm","Seoul Ttukbaegi","amenity:restaurant","","node","9923265671","40.7620987","-73.8152418","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | 41st avenue | addr:street:41st avenue | amenity | restaurant | amenity:restaurant | cuisine | korean | cuisine:korean | name | seoul ttukbaegi | name:seoul ttukbaegi | name ko | 서울뚝배기 | name:ko:서울뚝배기","food stop","addr:city=Flushing | addr:housenumber=149-14 | addr:postcode=11355 | addr:state=NY | addr:street=41st Avenue | amenity=restaurant | cuisine=korean | name=Seoul Ttukbaegi | name:ko=서울뚝배기"
"osm","Sunrise Diner","amenity:restaurant","","node","10240329109","40.7554596","-73.8156856","","","","","","","","food | indoor | group-friendly | addr street | parsons street | addr:street:parsons street | amenity | restaurant | amenity:restaurant | atm | yes | atm:yes | cuisine | diner | cuisine:diner | delivery | delivery:yes | fax | +1 718-886-4811 | fax:+1 718-886-4811 | name | sunrise diner | name:sunrise diner | opening hours","food stop","addr:housenumber=45-04 | addr:street=Parsons Street | amenity=restaurant | atm=yes | cuisine=diner | delivery=yes | fax=+1 718-886-4811 | name=Sunrise Diner | opening_hours=Mo-Sa 08:00-18:00; Su 08:00-14:00"
"osm","Happy Laundromat","shop:laundry","","node","10288260992","40.7651293","-73.8208401","","","","","","","","indoor | local business | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | northern boulevard | addr:street:northern boulevard | name | happy laundromat | name:happy laundromat | self service | yes | self service:yes | shop | laundry | shop:laundry","laundry stop","addr:city=Flushing | addr:housenumber=144-75 | addr:postcode=11354 | addr:state=NY | addr:street=Northern Boulevard | name=Happy Laundromat | self_service=yes | shop=laundry"
"osm","Lee & Bai Buns","amenity:restaurant","","node","10695883331","40.7613899","-73.8268273","","","","","","","","food | indoor | group-friendly | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | restaurant | amenity:restaurant | cuisine | chinese;breakfast | cuisine:chinese;breakfast | delivery | yes | delivery:yes | level | level:1 | name | lee & bai buns","food stop","addr:city=Flushing | addr:housenumber=38-09 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=restaurant | cuisine=chinese;breakfast | delivery=yes | level=1 | name=Lee & Bai Buns | name:zh-Hant=李与白-包子铺 | outdoor_seating=no | takeaway=yes"
"osm","Fox Oaks","historic:monument","","node","10766983201","40.7632158","-73.8255317","","","","","","","","cultural | scenic | walking-heavy | historic | monument | historic:monument | inscription | name | fox oaks | name:fox oaks","historic walk","historic=monument | inscription=Here stood the Fox Oaks, beneath whose branches George Fox, founder of the Society of Friends, preached June 7, 1672 | name=Fox Oaks"
"osm","Queens Library at Mitchell-Linden","amenity:library","","node","10948389845","40.7690519","-73.826842","","","","","","","","indoor | cultural | addr city | flushing | addr:city:flushing | addr state | addr:state:ny | addr street | union street | addr:street:union street | amenity | library | amenity:library | ele | ele:8 | gnis feature id | 2079484 | gnis:feature id:2079484 | name | queens library at mitchell-linden | name:queens library at mitchell-linden | nycdoitt bin | 4535108 | nycdoitt:bin:4535108","library","addr:city=Flushing | addr:housenumber=31-32 | addr:postcode=11354 | addr:state=NY | addr:street=Union Street | amenity=library | ele=8 | gnis:feature_id=2079484 | name=Queens Library at Mitchell-Linden | nycdoitt:bin=4535108 | wheelchair=yes"
"osm","Samba BBQ","amenity:restaurant","","node","11251978792","40.7640848","-73.8102318","","","","","","","","food | indoor | group-friendly | addr street | roosevelt avenue | addr:street:roosevelt avenue | amenity | restaurant | amenity:restaurant | check date | 2026-04-29 | check date:2026-04-29 | name | samba bbq | name:samba bbq","food stop","addr:housenumber=154-17 | addr:postcode=11354 | addr:street=Roosevelt Avenue | amenity=restaurant | check_date=2026-04-29 | name=Samba BBQ"
"osm","Xi Top BBQ","amenity:restaurant","","node","11864414650","40.7625415","-73.8150788","","","","","","","","food | indoor | group-friendly | addr city | queens | addr:city:queens | addr state | addr:state:ny | addr street | 149th place | addr:street:149th place | amenity | restaurant | amenity:restaurant | cuisine | barbecue | cuisine:barbecue | name | xi top bbq | name:xi top bbq | opening hours | mo-su 11:00-23:00 | opening hours:mo-su 11:00-23:00","food stop","addr:city=Queens | addr:housenumber=40-30 | addr:postcode=11354 | addr:state=NY | addr:street=149th Place | amenity=restaurant | cuisine=barbecue | name=Xi Top BBQ | opening_hours=Mo-Su 11:00-23:00"
"osm","COFFEE FACTORY","amenity:cafe","","node","11864414861","40.7630907","-73.8144973","","","","","","","","food | indoor | group-friendly | addr city | queens | addr:city:queens | addr state | addr:state:ny | addr street | barton avenue | addr:street:barton avenue | amenity | cafe | amenity:cafe | check date | 2026-04-29 | check date:2026-04-29 | internet access | yes | internet access:yes | name | coffee factory | name:coffee factory | opening hours","food stop","addr:city=Queens | addr:housenumber=718 | addr:postcode=11354 | addr:state=NY | addr:street=Barton Avenue | amenity=cafe | check_date=2026-04-29 | internet_access=yes | name=COFFEE FACTORY | opening_hours=Mo-Su 07:00-24:00"
"osm","Joong Koog Jip","amenity:restaurant","","node","11864546202","40.7620044","-73.8153641","","","","","","","","food | indoor | group-friendly | addr city | queens | addr:city:queens | addr state | addr:state:ny | addr street | 41st avenue | addr:street:41st avenue | amenity | restaurant | amenity:restaurant | cuisine | korean | cuisine:korean | name | joong koog jip | name:joong koog jip | opening hours | mo-su 11:00-21:30 | opening hours:mo-su 11:00-21:30","food stop","addr:city=Queens | addr:housenumber=149-08 | addr:postcode=11355 | addr:state=NY | addr:street=41st Avenue | amenity=restaurant | cuisine=korean | name=Joong Koog Jip | opening_hours=Mo-Su 11:00-21:30"
